GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS4_111_AGE1519,"Antenatal care coverage - at least one visit, among girls aged 15-19 (%)",http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2479,,,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,75.7,75.70000,,,,,
WHS4_115,Births by caesarean section (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=68,,,,PUBLISHED,Published,,2010-2016,2010-2016,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,17.2,17.20000,,,,,"DHS 2015-16: National Family Health Survey-4 (NFHS-4) 2015-16 - Fact Sheet. National Family Health Survey-4 (NFHS-4) 2015-16. India Fact Sheet. Mumbai: International Institute for Population Sciences (IIPS) [India], Ministry of Health and Family Welfare [India], United States Agency for International Development (USAID); 2016. "
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,6,6.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,8,8.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,6,6.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,6,6.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,29,29.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,37,37.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,38,38.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,44,44.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,73,73.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,70,70.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,79,79.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,88,88.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=95,,,,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,88,88.00000,,,,,
WHS4_124,Children aged 6-59 months who received vitamin A supplementation (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=69,,,,PUBLISHED,Published,,2005-2006,2005-2006,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,15.6,15.60000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1980,1980,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,20,20.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1981,1981,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,26,26.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1982,1982,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,35,35.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1983,1983,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,38,38.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1984,1984,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,43,43.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1985,1985,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,49,49.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1986,1986,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,55,55.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1987,1987,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,65,65.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1988,1988,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,72,72.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,70,70.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,81,81.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,82,82.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,83,83.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1993,1993,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,84,84.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1994,1994,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,84,84.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,83,83.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,82,82.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,84,84.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,84,84.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,85,85.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,85,85.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,83,83.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,86,86.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,86,86.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,86,86.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,86,86.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,86,86.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,86,86.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,86,86.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=98,,,,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,90,90.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=96,,,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,20,20.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=96,,,,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,20,20.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=96,,,,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,45,45.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=96,,,,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,80,80.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=96,,,,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,88,88.00000,,,,,
WHS4_154,Antenatal care coverage - at least four visits (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=80,,,,PUBLISHED,Published,,1988-1993,1988-1993,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,26.9,26.90000,,,,,"International Institute for Population Sciences (IIPS). National Family Health Survey (MCH and Family Planning), India 1992-93. Bombay, India: IIPS; 1995."
WHS4_154,Antenatal care coverage - at least four visits (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=80,,,,PUBLISHED,Published,,1995-1999,1995-1999,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,29.5,29.50000,,,,,"International Institute for Population Sciences (IIPS), ORC Macro. National Family Health Survey (NFHS-2), 1998–99: India. Mumbai, India: IIPS; 2000."
WHS4_154,Antenatal care coverage - at least four visits (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=80,,,,PUBLISHED,Published,,1995-1999,1995-1999,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,44.2,44.20000,,,,,Reproductive and Child Health Project. Rapid Household Survey (Phase I and II) 1998-1999. India. Mumbai: International Institute for Population Sciences (IIPS) [India]; 2000.
WHS4_154,Antenatal care coverage - at least four visits (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=80,,,,PUBLISHED,Published,,1999-2004,1999-2004,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,37.6,37.60000,,,,,"District Level Household and Facility Survey (DLHS-2), 2002-04: India. Mumbai: International Institute for Population Sciences (IIPS) [India]; 2006."
WHS4_154,Antenatal care coverage - at least four visits (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=80,,,,PUBLISHED,Published,,2000-2006,2000-2006,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,37.0,37.00000,,,,,"International Institute for Population Sciences (IIPS), Macro International. National Family Health Survey (NFHS-3), 2005–06: India: Volume I. Mumbai: IIPS; 2007."
WHS4_154,Antenatal care coverage - at least four visits (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=80,,,,PUBLISHED,Published,,2004-2008,2004-2008,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,49.7,49.70000,,,,,"District Level Household and Facility Survey (DLHS-3), 2007-08: India. Mumbai: International Institute for Population Sciences (IIPS) [India]; 2010. "
WHS4_154,Antenatal care coverage - at least four visits (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=80,,,,PUBLISHED,Published,,2009-2010,2009-2010,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,72.0,72.00000,,,,,"Health and Family Welfare Statistics in India 2013. New Delhi: Ministry of Health and Family Welfare, Statistics Division [India]; 2013.  "
WHS4_154,Antenatal care coverage - at least four visits (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=80,,,,PUBLISHED,Published,,2010-2011,2010-2011,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,70.7,70.70000,,,,,"Health and Family Welfare Statistics in India 2013. New Delhi: Ministry of Health and Family Welfare, Statistics Division [India]; 2013.  "
WHS4_154,Antenatal care coverage - at least four visits (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=80,,,,PUBLISHED,Published,,2010-2014,2010-2014,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,45.4,45.40000,,,,,"Rapid Survey on Children (RSOC) 2013-14. National Report. India: Ministry of Women and Child Development [India], United Nations Children’s Fund (UNICEF); 2016."
WHS4_154,Antenatal care coverage - at least four visits (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=80,,,,PUBLISHED,Published,,2010-2016,2010-2016,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,51.2,51.20000,,,,,"National Family Health Survey (NFHS-4) 2015-16: India. Mumbai: International Institute for Population Sciences (IIPS), ICFP [India]; 2017. "
WHS6_101,Median availability of selected generic medicines (%) - Private,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=10,,,,PUBLISHED,Published,,2007-2013,2007-2013,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,2.8,2.80000,,,,,"Based on survey in New Delhi, India."
WHS6_102,Hospital beds (per 10 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=97,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,9,,,,,,
WHS6_102,Hospital beds (per 10 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=97,,,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,7,6.60000,,,,,SEAR profiles 23Aug2016
WHS6_116,Median consumer price ratio of selected generic medicines - Private,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=11,,,,PUBLISHED,Published,,2007-2013,2007-2013,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,86.3,86.30000,,,,,"Based on survey in New Delhi, India."
WHS6_123,Number of dentistry personnel,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=101,,,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,78096,,,,,,
WHS6_123,Number of dentistry personnel,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=101,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,93332,93332.00000,,,,,
WHS6_125,Physicians density (per 10 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,5.99,,,,,,
WHS6_125,Physicians density (per 10 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112,,,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,6.49,6.49000,,,,,
WHS6_127,Number of nursing and midwifery personnel,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=102,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,1430555,,,,,,
WHS6_127,Number of nursing and midwifery personnel,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=102,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,1146915,1146915.00000,,,,,
WHS6_140,Number of community health workers,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=100,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,50715,,,,,,
WHS6_144,Dentistry personnel density (per 10 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87,,,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,0.7,,,,,,
WHS6_144,Dentistry personnel density (per 10 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,0.81,0.81000,,,,,
WHS6_148,Nursing and midwifery personnel density (per 10 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,,,,,,
WHS6_148,Nursing and midwifery personnel density (per 10 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,9.96,9.96000,,,,,
